127.0.0.1 - - [30/Jul/2018:09:31:01 +0530] "GET / HTTP/1.1" 404 1073
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:36:40 +0530] "GET /LetsTalkMiddleware/showFriendList/amit@LT.COM. HTTP/1.1" 200 301
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:36:40 +0530] "GET /LetsTalkFrontend/c_friend/showAllFriends.html HTTP/1.1" 200 1500
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:36:40 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7Bfriend.friendUserName%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:36:41 +0530] "GET /LetsTalkMiddleware/getImage/nishant@LT.COM. HTTP/1.1" 200 134663
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:36:43 +0530] "GET /LetsTalkMiddleware/showPendingFriendRequest/amit@LT.COM. HTTP/1.1" 302 12
127.0.0.1 - - [30/Jul/2018:09:39:38 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7Bfriend.friendUserName%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:41:01 +0530] "GET /LetsTalkFrontend/? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:41:02 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BcurrentUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:41:02 +0530] "GET /LetsTalkMiddleware/deleteFriend/103 HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:41:02 +0530] "GET /LetsTalkMiddleware//listAllJobs HTTP/1.1" 200 899
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:41:14 +0530] "GET /LetsTalkMiddleware/getImage/amit@LT.COM. HTTP/1.1" 200 427221
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:41:14 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7Bfriend.friendUserName%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:41:14 +0530] "GET /LetsTalkMiddleware/showPendingFriendRequest/amit@LT.COM. HTTP/1.1" 302 12
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:41:14 +0530] "GET /LetsTalkMiddleware/showFriendList/amit@LT.COM. HTTP/1.1" 200 204
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:41:14 +0530] "GET /LetsTalkMiddleware/showFriendList/amit@LT.COM. HTTP/1.1" 200 204
127.0.0.1 - - [30/Jul/2018:09:42:45 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BcurrentUser.emailID%7D%7D. HTTP/1.1" 200 -
127.0.0.1 - - [30/Jul/2018:09:42:45 +0530] "GET /LetsTalkMiddleware//listAllJobs HTTP/1.1" 200 899
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:44:21 +0530] "GET /LetsTalkFrontend/? HTTP/1.1" 200 6581
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:44:21 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BcurrentUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:44:22 +0530] "GET /LetsTalkMiddleware//listAllJobs HTTP/1.1" 200 899
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:44:33 +0530] "GET /LetsTalkMiddleware/getImage/amit@LT.COM. HTTP/1.1" 200 427221
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:44:33 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7Bfriend.friendUserName%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:46:26 +0530] "GET /LetsTalkMiddleware/showFriendList/amit@LT.COM. HTTP/1.1" 200 204
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:46:32 +0530] "GET /LetsTalkFrontend/? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:46:33 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BcurrentUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:46:33 +0530] "GET /LetsTalkMiddleware//listAllJobs HTTP/1.1" 200 899
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:47:01 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7Bfriend.friendUserName%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:47:01 +0530] "GET /LetsTalkMiddleware/getImage/amit@LT.COM. HTTP/1.1" 200 427221
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:47:09 +0530] "GET /LetsTalkMiddleware/showFriendList/amit@LT.COM. HTTP/1.1" 200 204
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:47:12 +0530] "GET /LetsTalkMiddleware/deleteFriend/102 HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:47:23 +0530] "GET /LetsTalkMiddleware/showPendingFriendRequest/amit@LT.COM. HTTP/1.1" 302 12
0:0:0:0:0:0:0:1 - - [30/Jul/2018:09:48:19 +0530] "GET /LetsTalkMiddleware/showFriendList/amit@LT.COM. HTTP/1.1" 200 108
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:47 +0530] "GET /LetsTalkFrontend/? HTTP/1.1" 200 6581
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:47 +0530] "GET /LetsTalkFrontend/c_user/MyController.js HTTP/1.1" 200 56
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:47 +0530] "GET /LetsTalkFrontend/c_chat/ChatController.js HTTP/1.1" 200 469
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:47 +0530] "GET /LetsTalkFrontend/c_friend/FriendController.js HTTP/1.1" 200 5504
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:47 +0530] "GET /LetsTalkFrontend/resources/css/lt-styles.css HTTP/1.1" 200 2067
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:47 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BcurrentUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:47 +0530] "GET /LetsTalkFrontend/resources/img/logo.jpg HTTP/1.1" 200 48973
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:48 +0530] "GET /LetsTalkFrontend/resources/js/RouteConfig.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:48 +0530] "GET /LetsTalkFrontend/c_user/UserController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:48 +0530] "GET /LetsTalkFrontend/c_blog/BlogController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:48 +0530] "GET /LetsTalkFrontend/c_job/JobController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:49 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BcurrentUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:50 +0530] "GET /LetsTalkFrontend/c_friend/showAllFriends.html HTTP/1.1" 200 1500
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:50 +0530] "GET /LetsTalkMiddleware//listAllJobs HTTP/1.1" 200 899
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:50 +0530] "GET /favicon.ico HTTP/1.1" 404 1084
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:50 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7Bfriend.friendUserName%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:54 +0530] "GET /LetsTalkFrontend/c_user/Login.html HTTP/1.1" 200 907
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:05:59 +0530] "POST /LetsTalkMiddleware/login HTTP/1.1" 200 264
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:00 +0530] "GET /LetsTalkFrontend/Home.html HTTP/1.1" 200 1207
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:01 +0530] "GET /LetsTalkMiddleware/getImage/nishant@LT.COM. HTTP/1.1" 200 134663
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:03 +0530] "GET /LetsTalkFrontend/c_friend/suggestedFriend.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:03 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:04 +0530] "POST /LetsTalkMiddleware/showSuggestedFriend HTTP/1.1" 200 1016
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:09 +0530] "GET /LetsTalkFrontend/ HTTP/1.1" 200 6581
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:10 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:10 +0530] "GET /LetsTalkFrontend/c_chat/ChatController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:10 +0530] "GET /LetsTalkFrontend/c_friend/FriendController.js HTTP/1.1" 200 5504
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:10 +0530] "GET /LetsTalkFrontend/resources/css/lt-styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:10 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BcurrentUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:10 +0530] "POST /LetsTalkMiddleware/sendFriendRequest HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:10 +0530] "GET /LetsTalkMiddleware//listAllJobs HTTP/1.1" 200 899
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:10 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:15 +0530] "POST /LetsTalkMiddleware/showSuggestedFriend HTTP/1.1" 200 1016
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:16 +0530] "POST /LetsTalkMiddleware/sendFriendRequest HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:16 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:17 +0530] "GET /LetsTalkFrontend/c_friend/FriendController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:17 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BcurrentUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:17 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BcurrentUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:17 +0530] "GET /LetsTalkMiddleware//listAllJobs HTTP/1.1" 200 899
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:17 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:18 +0530] "GET /LetsTalkMiddleware/getImage/nishant@LT.COM. HTTP/1.1" 200 134663
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:24 +0530] "GET /LetsTalkMiddleware/showPendingFriendRequest/amit@LT.COM. HTTP/1.1" 302 12
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:24 +0530] "GET /LetsTalkFrontend/c_friend/pendingFriend.html HTTP/1.1" 200 1398
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:39 +0530] "GET /LetsTalkMiddleware/showPendingFriendRequest/amit@LT.COM. HTTP/1.1" 302 12
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:56 +0530] "GET /LetsTalkFrontend/? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:56 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BcurrentUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:06:56 +0530] "GET /LetsTalkMiddleware//listAllJobs HTTP/1.1" 200 899
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:06 +0530] "GET /LetsTalkMiddleware/getImage/amit@LT.COM. HTTP/1.1" 200 427221
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:06 +0530] "GET /LetsTalkMiddleware/showPendingFriendRequest/amit@LT.COM. HTTP/1.1" 302 12
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:36 +0530] "POST /LetsTalkMiddleware/showSuggestedFriend HTTP/1.1" 200 1016
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:38 +0530] "POST /LetsTalkMiddleware/sendFriendRequest HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:38 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:38 +0530] "GET /LetsTalkFrontend/c_friend/FriendController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:38 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BcurrentUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:39 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BcurrentUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:39 +0530] "GET /LetsTalkMiddleware//listAllJobs HTTP/1.1" 200 899
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:39 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:41 +0530] "GET /LetsTalkMiddleware/getImage/nishant@LT.COM. HTTP/1.1" 200 134663
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:50 +0530] "POST /LetsTalkMiddleware/showSuggestedFriend HTTP/1.1" 200 1016
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:53 +0530] "POST /LetsTalkMiddleware/sendFriendRequest HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:53 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:54 +0530] "GET /LetsTalkFrontend/c_friend/FriendController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:54 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BcurrentUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:54 +0530] "GET /LetsTalkMiddleware//listAllJobs HTTP/1.1" 200 899
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:54 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:07:55 +0530] "GET /LetsTalkMiddleware/getImage/nishant@LT.COM. HTTP/1.1" 200 134663
127.0.0.1 - - [30/Jul/2018:10:08:17 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkFrontend/? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkFrontend/resources/js/angular-route.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkFrontend/resources/js/angular-cookies.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkFrontend/resources/js/RouteConfig.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkFrontend/c_user/UserController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkFrontend/c_user/MyController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkFrontend/c_blog/BlogController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkFrontend/c_chat/ChatController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkFrontend/c_chat/ChatService.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkFrontend/c_job/JobController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkFrontend/c_friend/FriendController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkFrontend/resources/css/lt-styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BcurrentUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkFrontend/resources/img/logo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkFrontend/resources/img/bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkFrontend/c_friend/suggestedFriend.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkFrontend/resources/img/user.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkMiddleware//listAllJobs HTTP/1.1" 200 899
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:27 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:28 +0530] "GET /LetsTalkMiddleware/getImage/nishant@LT.COM. HTTP/1.1" 200 134663
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:30 +0530] "POST /LetsTalkMiddleware/showSuggestedFriend HTTP/1.1" 200 1016
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:34 +0530] "POST /LetsTalkMiddleware/sendFriendRequest HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:34 +0530] "GET /LetsTalkFrontend/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:34 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:34 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BcurrentUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:34 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BcurrentUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:35 +0530] "GET /LetsTalkMiddleware//listAllJobs HTTP/1.1" 200 899
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:35 +0530] "GET /LetsTalkMiddleware/getImage/%7B%7BUser.emailID%7D%7D. HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:09:36 +0530] "GET /LetsTalkMiddleware/getImage/nishant@LT.COM. HTTP/1.1" 200 134663
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:10:40 +0530] "GET /LetsTalkFrontend/? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:10:40 +0530] "GET /LetsTalkFrontend/resources/js/angular-route.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:10:40 +0530] "GET /LetsTalkFrontend/resources/js/angular-cookies.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:10:40 +0530] "GET /LetsTalkFrontend/resources/js/RouteConfig.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:10:40 +0530] "GET /LetsTalkFrontend/c_user/UserController.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Jul/2018:10:10:40 +0530] "GET /LetsTalkFrontend/c_user/MyController.js HTTP/1.1" 304 -
